project,num_forks,num_files,project_age,num_stars,ratio_old_volunteers,fork_entropy,num_integrated_commits,num_forks_rq2,num_files_rq2,ratio_old_volunteers_rq2,ratio_prs_with_tests,ratio_prs_with_hot_files,fork_entropy_rq2,num_closed_prs,ratio_merged_prs,num_bug_report_issues
ceph/ceph,71,804,1764,2315,0.039930556,0.541023809,109,23,353,0.333333333,0.214285714,0.904761905,0.487497325,42,0.69047619,0
ceph/ceph,67,598,1795,2391,0.008,0.504452064,140,36,318,0.072727273,0.163636364,0.854545455,0.37801064,53,0.622641509,0
ceph/ceph,64,698,1826,2500,0,0.518140155,79,24,391,0.033333333,0.266666667,0.933333333,0.542853248,29,0.586206897,0
ceph/ceph,47,712,1856,2573,0.00952381,0.471540576,77,25,109,0.025641026,0.153846154,0.846153846,0.703733876,39,0.666666667,0
ceph/ceph,56,944,1887,2668,0.002898551,0.442389432,87,27,893,0.042553191,0.255319149,0.914893617,0.387529206,47,0.531914894,0
ceph/ceph,72,1036,1917,2755,0.031358885,0.403777853,73,39,437,0.092592593,0.092592593,0.907407407,0.377061689,52,0.673076923,0
ceph/ceph,61,651,1948,2839,0.029900332,0.570098367,126,33,130,0.068965517,0.120689655,0.862068966,0.586936504,56,0.660714286,0
ceph/ceph,67,1034,1979,2936,0.019480519,0.292285175,111,30,71,0,0.071428571,0.952380952,0.503241525,42,0.666666667,0
ceph/ceph,72,889,2007,3037,0.011904762,0.424497607,127,39,786,0.014925373,0.149253731,0.835820896,0.410429354,67,0.611940299,0
ceph/ceph,77,1241,2038,3171,0.017994859,0.391094952,119,32,635,0.042553191,0.14893617,0.914893617,0.415073755,46,0.673913043,0
ceph/ceph,75,1519,2068,3280,0.044334975,0.502701562,144,39,683,0.114754098,0.262295082,0.93442623,0.389366177,59,0.711864407,0
ceph/ceph,79,1201,2099,3373,0,0.401438425,127,39,771,0,0.21875,0.9375,0.321095592,64,0.640625,0
ceph/ceph,80,1629,2129,3479,0.034351145,0.530505582,129,36,1525,0.043478261,0.275362319,0.971014493,0.533383388,69,0.68115942,0
ceph/ceph,73,1089,2160,3591,0,0.415394733,245,37,483,0,0.175572519,0.870229008,0.469658512,129,0.736434109,0
ceph/ceph,86,1116,2191,3706,0,0.336404287,177,42,222,0,0.170454545,0.909090909,0.316078925,88,0.75,0
ceph/ceph,56,730,2221,3816,0,0.514356192,106,29,431,0,0.205128205,0.897435897,0.552280331,39,0.615384615,0
ceph/ceph,73,782,2252,3920,0,0.382624971,141,34,112,0,0.150943396,0.849056604,0.511620223,52,0.673076923,0
ceph/ceph,65,736,2282,4023,0.010443864,0.492799427,135,32,550,0.022727273,0.159090909,0.977272727,0.391609468,40,0.65,0
ceph/ceph,72,2074,2313,4141,0,0.565796943,144,22,856,0,0.15,0.875,0.524466064,40,0.675,0
ceph/ceph,64,1427,2344,4258,0,0.57937906,130,23,114,0,0.052631579,0.736842105,0.513278493,36,0.611111111,0
ceph/ceph,70,1808,2372,4367,0.002915452,0.439821892,185,40,936,0,0.2125,0.7875,0.39238027,76,0.802631579,0
ceph/ceph,63,754,2403,4500,0.002739726,0.469177908,110,26,151,0,0.19047619,0.833333333,0.599286153,41,0.682926829,0
ceph/ceph,67,1158,2433,4656,0,0.544148064,124,26,237,0,0.282051282,0.820512821,0.430861395,37,0.72972973,0
ceph/ceph,62,786,2464,4782,0.009575923,0.532648449,111,21,421,0,0.142857143,0.928571429,0.410793916,28,0.714285714,0
ceph/ceph,61,1025,2494,4922,0.027196653,0.524436902,91,21,645,0,0.24,0.88,0.448402146,23,0.52173913,0
ceph/ceph,76,1251,2525,5129,0.00798722,0.440569644,152,34,279,0.049180328,0.163934426,0.885245902,0.452983423,61,0.786885246,0
ceph/ceph,57,643,2556,5275,0.023049645,0.648570376,124,16,525,0,0.171428571,0.828571429,0.586850104,32,0.78125,0
ceph/ceph,76,1012,2586,5412,0,0.529588188,177,37,446,0,0.157894737,0.894736842,0.439049393,54,0.777777778,0
ceph/ceph,72,785,2617,5511,0.001639344,0.47190844,143,33,190,0,0.131147541,0.836065574,0.523656386,57,0.736842105,0
ceph/ceph,52,459,2647,5650,0.003367003,0.555128463,95,21,56,0,0.035714286,0.714285714,0.70269619,25,0.56,0
ceph/ceph,59,987,2678,5778,0,0.660112104,113,24,380,0.025641026,0.179487179,0.846153846,0.684847373,32,0.75,0
ceph/ceph,56,503,2709,5951,0,0.540023097,44,19,90,0,0.148148148,0.740740741,0.680509226,18,0.611111111,0
ceph/ceph,50,913,2737,6067,0,0.366712234,92,24,431,0,0.104166667,0.833333333,0.465615482,25,0.6,0
ceph/ceph,52,545,2768,6226,0,0.434653291,94,27,54,0,0.027777778,0.805555556,0.593111631,15,0.6,0
cocos2d/cocos2d-x,8,424,12,643,0.578125,0.844438531,58,5,667,0.871794872,0.512820513,0.692307692,0.795726251,39,0.820512821,0
cocos2d/cocos2d-x,4,175,43,682,0.379310345,0.749999972,27,4,339,0.863636364,0.636363636,0.818181818,0.71948299,22,0.909090909,0
cocos2d/cocos2d-x,3,517,102,755,0.87755102,0.666666667,37,2,571,1,0.651162791,0.744186047,0.5,43,0.953488372,0
cocos2d/cocos2d-x,2,14,133,812,0,0.5,0,6,200,0.714285714,0.714285714,0.952380952,0.796923249,21,0.952380952,0
cocos2d/cocos2d-x,3,55,163,860,0.666666667,0.666664042,12,2,195,1,0.9,1,0.5,20,1,1
cocos2d/cocos2d-x,4,499,194,922,0,0.629948112,0,6,193,0.416666667,0.333333333,0.875,0.758993428,24,0.791666667,1
cocos2d/cocos2d-x,7,107,224,973,0.307692308,0.678817471,3,7,212,0.92,0.56,0.96,0.770820645,25,0.76,0
cocos2d/cocos2d-x,5,447,255,1038,0.066666667,0.586077944,13,10,340,0.65,0.3,0.95,0.80763742,20,0.85,0
cocos2d/cocos2d-x,9,402,286,1108,0.048780488,0.838648712,36,7,1011,0.263157895,0.578947368,0.842105263,0.782149723,19,0.789473684,0
cocos2d/cocos2d-x,9,231,316,1170,0.203125,0.733465684,45,7,208,0.9,0.3,1,0.682489113,10,0.6,0
cocos2d/cocos2d-x,6,871,347,1231,0.010526316,0.788253802,83,6,1257,0.833333333,0.583333333,1,0.779282101,12,1,0
cocos2d/cocos2d-x,12,721,377,1297,0.050847458,0.751490336,41,7,1536,0.631578947,0.736842105,0.789473684,0.769297201,19,0.736842105,0
cocos2d/cocos2d-x,13,529,408,1365,0.227272727,0.766995714,31,6,556,0.375,0.625,1,0.6829482,8,0.875,0
cocos2d/cocos2d-x,17,439,439,1441,0.607843137,0.831690704,59,3,49,0.4,0.2,1,0.616573632,5,0.6,1
cocos2d/cocos2d-x,15,324,468,1562,0.425531915,0.829728697,26,7,67,0.25,0.333333333,0.75,0.760915026,12,0.75,0
cocos2d/cocos2d-x,5,51,499,1676,0.272727273,0.799931217,9,7,137,0.571428571,0.285714286,0.857142857,0.575634917,7,0.857142857,0
cocos2d/cocos2d-x,9,263,529,1798,0.1875,0.764938627,6,12,338,0.214285714,0.285714286,1,0.628534216,14,0.571428571,0
cocos2d/cocos2d-x,15,309,560,1911,0.184210526,0.521032126,15,7,738,0.6,0.5,0.7,0.290710049,10,1,0
cocos2d/cocos2d-x,19,777,590,2042,0.162393162,0.689197859,47,7,193,0.307692308,0.076923077,0.923076923,0.510443911,13,0.769230769,4
cocos2d/cocos2d-x,30,1647,621,2192,0.270491803,0.751622567,173,15,1117,0.723404255,0.489361702,0.680851064,0.720099634,47,0.914893617,3
cocos2d/cocos2d-x,33,934,652,2318,0.248648649,0.658746061,125,23,711,0.428571429,0.346938776,0.93877551,0.710540555,49,0.734693878,6
cocos2d/cocos2d-x,18,203,682,2424,0.418604651,0.601859095,26,13,429,0.5,0.2,1,0.50649798,30,0.866666667,3
cocos2d/cocos2d-x,24,672,713,2486,0.431034483,0.570259439,29,19,763,0.509803922,0.215686275,0.941176471,0.543967453,51,0.745098039,6
cocos2d/cocos2d-x,15,562,743,2561,0.298969072,0.574481961,29,12,789,0.833333333,0.291666667,0.958333333,0.508345016,24,0.916666667,3
cocos2d/cocos2d-x,25,579,774,2665,0.319444444,0.620085155,35,18,357,0.592592593,0.333333333,0.925925926,0.623853091,27,0.777777778,2
cocos2d/cocos2d-x,31,689,805,2776,0.115942029,0.465998845,58,20,149,0.382352941,0.147058824,0.911764706,0.521421908,34,0.794117647,5
cocos2d/cocos2d-x,54,1131,833,2839,0.077876106,0.635486347,123,33,633,0.44,0.293333333,0.906666667,0.519840073,75,0.866666667,9
cocos2d/cocos2d-x,49,1591,864,2930,0.163424125,0.517239664,448,35,1386,0.539473684,0.197368421,0.868421053,0.483562939,76,0.789473684,1
cocos2d/cocos2d-x,66,2087,894,2999,0.079491256,0.655182435,282,42,1809,0.22826087,0.282608696,0.880434783,0.542034601,92,0.597826087,2
cocos2d/cocos2d-x,60,2197,925,3056,0.31377551,0.591821835,188,34,1820,0.602272727,0.295454545,0.920454545,0.57063827,88,0.670454545,14
cocos2d/cocos2d-x,73,2421,955,3097,0.346889952,0.620337509,173,29,1541,0.583333333,0.28125,0.989583333,0.592090751,96,0.802083333,6
cocos2d/cocos2d-x,57,1840,986,3159,0.222513089,0.571910508,97,23,1141,0.655172414,0.206896552,0.879310345,0.680380938,58,0.637931034,9
cocos2d/cocos2d-x,69,2136,1017,3207,0.245014245,0.619131041,280,30,2364,0.611111111,0.238095238,0.888888889,0.545085349,126,0.650793651,0
cocos2d/cocos2d-x,57,1766,1047,3242,0.24,0.482809628,122,27,931,0.395348837,0.23255814,0.790697674,0.31572064,43,0.395348837,0
cocos2d/cocos2d-x,70,2768,1078,3266,0.308123249,0.591418431,296,32,2310,0.662337662,0.155844156,0.961038961,0.58690072,154,0.558441558,0
cocos2d/cocos2d-x,64,2565,1108,3290,0.216041397,0.664705466,281,29,2180,0.682539683,0.158730159,0.96031746,0.610152074,126,0.722222222,0
cocos2d/cocos2d-x,68,2929,1139,3313,0.096415328,0.608532575,192,29,2619,0.558823529,0.135294118,0.911764706,0.613602478,169,0.680473373,0
cocos2d/cocos2d-x,66,2614,1170,3329,0.079800499,0.676682476,130,27,1523,0.405405405,0.243243243,0.932432432,0.693843233,74,0.405405405,0
cocos2d/cocos2d-x,71,2660,1198,3338,0.02173913,0.644768566,132,33,2025,0.081967213,0.491803279,0.803278689,0.658701911,61,0.06557377,0
cocos2d/cocos2d-x,64,1928,1229,3356,0.01607717,0.449711809,57,56,2339,0.069767442,0.209302326,0.941860465,0.391327329,48,0.145833333,0
cocos2d/cocos2d-x,83,1239,1259,3482,0.001515152,0.568391213,54,25,869,0.025641026,0.384615385,0.897435897,0.500579913,35,0.085714286,0
cocos2d/cocos2d-x,64,4087,1290,3589,0,0.532881373,127,24,1358,0,0.303030303,0.939393939,0.418672438,33,0,0
cocos2d/cocos2d-x,72,3618,1320,3771,0.004160888,0.539085412,134,28,772,0.058823529,0.117647059,0.882352941,0.379457867,34,0.058823529,0
cocos2d/cocos2d-x,76,3883,1351,3978,0.018207283,0.584993395,140,26,855,0.054054054,0.216216216,0.945945946,0.320790261,37,0.081081081,0
cocos2d/cocos2d-x,70,1898,1382,4178,0,0.521632204,42,24,1359,0,0.230769231,0.846153846,0.408057143,26,0.461538462,55
cocos2d/cocos2d-x,63,2177,1412,4318,0.002824859,0.542491575,50,18,1217,0,0.260869565,1,0.438698464,23,0.043478261,23
cocos2d/cocos2d-x,70,2634,1443,4504,0,0.544141659,62,31,1279,0,0.291666667,0.958333333,0.452376499,47,0.021276596,16
cocos2d/cocos2d-x,72,3576,1473,4679,0.017278618,0.608587795,65,20,606,0.153846154,0.192307692,0.884615385,0.411071183,26,0.153846154,18
cocos2d/cocos2d-x,70,1741,1504,4907,0.065340909,0.562764058,66,27,288,0.054054054,0.108108108,0.702702703,0.308291816,37,0.054054054,32
cocos2d/cocos2d-x,62,2697,1535,5180,0.038062284,0.57039765,58,20,1314,0.09375,0.53125,0.9375,0.564841833,31,0,34
cocos2d/cocos2d-x,72,2765,1563,5389,0.010025063,0.596717191,136,29,1064,0.114285714,0.242857143,0.957142857,0.586193306,65,0.046153846,24
cocos2d/cocos2d-x,72,2818,1594,5613,0.014044944,0.431149839,72,32,1351,0.054054054,0.243243243,0.918918919,0.312994961,37,0.054054054,14
cocos2d/cocos2d-x,70,2050,1624,5848,0.038922156,0.56438713,60,27,978,0.119047619,0.30952381,0.928571429,0.541921156,40,0,15
cocos2d/cocos2d-x,60,2330,1655,6041,0.023904382,0.531481722,86,24,1051,0.027027027,0.162162162,0.972972973,0.473196537,37,0,13
cocos2d/cocos2d-x,53,1937,1685,6248,0.004166667,0.580531012,36,18,683,0.043478261,0.347826087,0.913043478,0.544943314,21,0.523809524,18
cocos2d/cocos2d-x,50,1650,1716,6435,0.041884817,0.507696174,17,13,812,0.266666667,0.266666667,0.866666667,0.449090529,15,0.2,18
cocos2d/cocos2d-x,68,2011,1747,6673,0.016528926,0.548696732,38,28,1428,0.025,0.4,0.95,0.490584247,38,0.157894737,19
cocos2d/cocos2d-x,61,1126,1777,6876,0,0.427300047,41,19,615,0,0.137931034,0.896551724,0.427778485,27,0.074074074,14
cocos2d/cocos2d-x,51,1083,1808,7052,0,0.543491092,31,20,1248,0,0.161290323,0.903225806,0.424089068,26,0.076923077,9
cocos2d/cocos2d-x,54,1112,1838,7196,0,0.499302566,57,18,1031,0,0.128205128,0.846153846,0.501290885,37,0,14
cocos2d/cocos2d-x,53,1376,1869,7377,0,0.60058521,33,21,682,0,0.1875,0.96875,0.566104575,27,0.074074074,16
cocos2d/cocos2d-x,38,1134,1900,7594,0,0.362651979,16,17,1673,0,0.172413793,1,0.505845622,22,0.045454545,9
cocos2d/cocos2d-x,46,1406,1929,7787,0,0.54548315,44,14,810,0,0.153846154,0.961538462,0.527494809,24,0,11
cocos2d/cocos2d-x,36,1622,1960,8053,0,0.558325449,32,12,203,0,0.275862069,1,0.658371274,29,0.068965517,9
cocos2d/cocos2d-x,44,1690,1990,8254,0.096069869,0.573735849,39,14,920,0.542857143,0.2,0.885714286,0.493933854,35,0.285714286,17
cocos2d/cocos2d-x,38,1292,2021,8476,0.050955414,0.573696049,12,6,20,0.5,0.2,0.8,0.693732886,8,0.875,9
cocos2d/cocos2d-x,41,1397,2051,8682,0.062827225,0.642727236,18,7,249,0.333333333,0.222222222,1,0.619584374,7,0.857142857,13
cocos2d/cocos2d-x,48,2631,2082,8871,0.003460208,0.644213019,32,13,691,0.0625,0.1875,0.875,0.477387324,15,0.866666667,11
cocos2d/cocos2d-x,44,1284,2113,9095,0.004524887,0.572319307,23,8,28,0.076923077,0.307692308,0.692307692,0.630046624,13,0.769230769,8
cocos2d/cocos2d-x,54,1372,2143,9330,0.025423729,0.546706251,28,11,352,0,0.461538462,0.846153846,0.707499172,13,0.538461538,11
cocos2d/cocos2d-x,39,1143,2174,9559,0,0.491066641,35,14,740,0,0.210526316,0.789473684,0.480549896,19,0.473684211,6
cocos2d/cocos2d-x,37,770,2204,9807,0,0.537532652,20,7,16,0,0.125,1,0.697390247,7,0.428571429,5
cocos2d/cocos2d-x,34,900,2235,9960,0.015503876,0.491820863,13,5,350,0,0.8,1,0.634135844,5,0.4,8
cocos2d/cocos2d-x,32,684,2266,10123,0.136842105,0.457353747,20,4,14,0,0.2,0.8,0.703585358,4,0.5,7
cocos2d/cocos2d-x,35,843,2294,10293,0.016806723,0.65804154,20,8,442,0,0.416666667,0.75,0.635929909,10,0.5,9
cocos2d/cocos2d-x,35,901,2325,10657,0,0.563309587,9,14,779,0,0.333333333,0.866666667,0.57589743,14,0.357142857,10
cocos2d/cocos2d-x,29,487,2355,10914,0,0.642536359,25,8,32,0,0.272727273,0.818181818,0.801837411,10,0.9,16
cocos2d/cocos2d-x,29,1133,2386,11093,0,0.59388105,10,7,42,0,0.25,0.875,0.691607688,6,0.5,12
cocos2d/cocos2d-x,33,302,2416,11284,0,0.561224686,32,13,110,0,0.285714286,0.619047619,0.530273696,20,0.7,2
cocos2d/cocos2d-x,33,1074,2447,11483,0,0.420242393,17,10,480,0,0.3,0.7,0.320965135,10,0.7,11
cocos2d/cocos2d-x,32,912,2478,11688,0,0.612331938,11,7,528,0,0.2,0.8,0.327721755,10,0.5,5
cocos2d/cocos2d-x,34,1178,2508,11860,0,0.457099407,15,12,144,0,0.1875,0.6875,0.472498225,15,0.4,4
cocos2d/cocos2d-x,36,1113,2539,12026,0,0.415431734,30,16,327,0,0.166666667,0.791666667,0.354668211,23,0.782608696,6
cocos2d/cocos2d-x,25,1429,2569,12222,0,0.539974122,14,7,515,0,0.4,0.6,0.392340169,9,0.777777778,3
cocos2d/cocos2d-x,28,1238,2600,12398,0,0.59146301,22,6,384,0,0.375,0.75,0.469071314,7,0.714285714,6
cocos2d/cocos2d-x,21,700,2631,12604,0,0.735776687,4,3,415,0,0.333333333,0.666666667,0.467280367,2,1,8
cocos2d/cocos2d-x,26,516,2659,12766,0,0.505407468,32,7,509,0,0.375,0.875,0.472458736,6,0.666666667,4
cocos2d/cocos2d-x,21,200,2690,12936,0,0.675974206,4,2,2,0,0,0.5,0.499999992,2,0.5,1
cocos2d/cocos2d-x,23,516,2720,13093,0,0.676742509,10,6,43,0,0,0.428571429,0.681525411,6,0.833333333,5
cocos2d/cocos2d-x,17,207,2751,13228,0,0.61731548,3,3,8,0,0.25,0.25,0.666666665,3,0.333333333,6
cocos2d/cocos2d-x,15,1162,2781,13387,0,0.543618381,4,4,7,0,0,0.25,0.745945845,4,0.5,2
cocos2d/cocos2d-x,18,1105,2812,13535,0,0.559097524,4,6,343,0,0.333333333,0.666666667,0.521491238,5,0.8,3
cocos2d/cocos2d-x,18,306,2843,13668,0,0.508318168,7,7,242,0,0.222222222,0.444444444,0.485259163,6,0.333333333,2
cocos2d/cocos2d-x,23,437,2873,13807,0,0.657533404,6,4,7,0,0,0.5,0.748902651,3,1,2
cocos2d/cocos2d-x,22,728,2904,13955,0,0.521346284,35,4,5,0,0,0.25,0.687002949,4,0.75,1
cocos2d/cocos2d-x,19,639,2934,14098,0,0.745163246,30,2,265,0,1,1,0.5,2,0,4
cocos2d/cocos2d-x,22,739,2965,14226,0,0.581252918,29,5,304,0,0.35,0.6,0.735392282,15,0.8,5
cocos2d/cocos2d-x,16,521,2996,14372,0,0.60140137,4,2,3,0,0,0.5,0.499955787,2,0.5,8
cocos2d/cocos2d-x,23,904,3055,14607,0,0.492243343,29,8,295,0,0.533333333,0.866666667,0.603991247,11,0.818181818,0
owncloud/core,9,323,6,1487,0,0.476504819,14,5,123,0,0,0.583333333,0.678978766,12,0.666666667,0
owncloud/core,9,304,36,1547,0,0.540261821,150,9,196,0,0.076923077,0.807692308,0.614322532,26,0.846153846,11
owncloud/core,17,110,67,1612,0.142857143,0.636867747,66,14,104,0.08,0.08,0.88,0.73913647,25,0.72,49
owncloud/core,13,420,97,1669,0.142857143,0.364901928,20,11,505,0.210526316,0.157894737,1,0.57924953,19,0.526315789,37
owncloud/core,12,463,128,1770,0.157894737,0.434552461,23,12,359,0.19047619,0.047619048,0.904761905,0.433477148,21,0.714285714,27
owncloud/core,11,494,159,1820,0.4,0.571350516,27,11,516,0.55,0.1,1,0.445508507,20,0.9,39
owncloud/core,22,539,187,1874,0.20754717,0.302302751,25,19,186,0.208333333,0.166666667,1,0.324972784,24,0.791666667,67
owncloud/core,16,284,218,1920,0,0.55663075,42,16,1020,0,0.034482759,0.965517241,0.444098302,29,0.655172414,52
owncloud/core,20,337,248,1963,0,0.362450306,17,14,565,0,0.133333333,1,0.267646059,15,0.466666667,34
owncloud/core,18,61,279,1992,0.078431373,0.701662558,27,13,46,0.117647059,0.117647059,0.882352941,0.762053659,17,0.470588235,15
owncloud/core,14,259,309,2028,0.282051282,0.409153341,21,10,256,0.181818182,0.090909091,0.818181818,0.444612623,11,0.363636364,24
owncloud/core,20,582,340,2054,0,0.171345719,15,17,29,0,0,0.888888889,0.620362898,18,0.388888889,35
owncloud/core,12,702,371,2075,0.036363636,0.248581666,9,9,11,0.222222222,0,1,0.617168935,9,0.555555556,24
owncloud/core,9,20,401,2091,0,0.721892563,9,6,13,0,0,1,0.694812092,10,0.3,40
owncloud/core,15,399,432,2112,0.069767442,0.360709685,18,10,313,0.153846154,0.153846154,0.923076923,0.255674622,13,0.538461538,45
owncloud/core,16,437,462,2129,0,0.364423617,30,10,318,0,0.055555556,0.944444444,0.321111466,17,0.529411765,38
owncloud/core,23,408,493,2143,0,0.407701549,26,19,320,0,0.208333333,0.833333333,0.19776633,24,0.541666667,30
owncloud/core,17,41,524,2156,0,0.692709863,21,14,24,0,0,0.928571429,0.670946787,14,0.071428571,32
owncloud/core,18,192,552,2180,0.047619048,0.482032876,36,13,15,0.058823529,0,0.941176471,0.698474251,17,0,24
owncloud/core,14,491,583,2188,0,0.445614689,12,12,342,0,0.166666667,1,0.483558617,10,0.2,22
owncloud/core,11,455,613,2259,0.1,0.52671253,7,9,493,0.181818182,0.181818182,0.909090909,0.438775794,11,0.181818182,23
owncloud/core,11,33,644,2306,0,0.492853722,12,8,27,0,0.222222222,1,0.72119801,9,0,37
owncloud/core,29,186,674,2387,0.024096386,0.315716287,43,25,486,0.052631579,0.131578947,0.868421053,0.217242171,38,0,75
owncloud/core,29,662,705,2504,0.018867925,0.307158687,40,24,661,0.038461538,0.153846154,0.923076923,0.330531336,25,0.2,51
owncloud/core,16,283,736,2599,0,0.462077351,19,16,288,0,0.25,0.9,0.395881847,20,0.2,39
owncloud/core,16,296,766,2681,0,0.300442898,22,13,438,0,0.1875,1,0.378147286,15,0,48
owncloud/core,13,365,797,2768,0,0.447826275,19,12,198,0,0.166666667,0.833333333,0.330619363,12,0,42
owncloud/core,24,705,827,2876,0,0.361061004,21,17,603,0,0.176470588,0.882352941,0.408867438,15,0.066666667,41
owncloud/core,13,60,858,2957,0,0.695043767,13,11,325,0,0.2,1,0.418613633,15,0,50
owncloud/core,17,107,889,3058,0.079365079,0.491518694,21,12,308,0.272727273,0.090909091,0.954545455,0.277847174,21,0,59
owncloud/core,19,157,917,3176,0.010752688,0.347309533,17,14,34,0,0,0.882352941,0.483786314,14,0,35
owncloud/core,13,452,948,3293,0,0.525920843,20,9,15,0,0,0.785714286,0.758241342,14,0.071428571,28
owncloud/core,9,300,978,3401,0,0.510701217,4,4,438,0,0.25,0.75,0.423607782,3,0,48
owncloud/core,13,410,1009,3477,0,0.37896039,10,10,15,0,0.1,0.9,0.627724822,10,0,33
owncloud/core,17,454,1039,3558,0,0.400576775,6,12,328,0,0.25,0.9375,0.344344465,16,0.0625,55
owncloud/core,13,88,1070,3654,0,0.626731267,10,9,327,0,0.636363636,1,0.615975161,11,0.090909091,41
owncloud/core,9,62,1101,3758,0,0.717861126,4,7,11,0,0.090909091,1,0.71861545,10,0.2,51
owncloud/core,11,212,1131,3873,0,0.653920445,6,6,702,0.166666667,0.333333333,0.833333333,0.511996066,6,0,45
owncloud/core,12,773,1162,3973,0,0.540657508,12,8,563,0,0.375,0.875,0.421205333,7,0.142857143,45
owncloud/core,25,706,1192,4071,0,0.584187052,18,11,499,0,0.25,1,0.479207608,12,0,27
owncloud/core,30,1074,1223,4171,0.008547009,0.464095187,20,15,858,0.052631579,0.368421053,0.947368421,0.519000542,19,0,33
owncloud/core,16,162,1254,4290,0.015384615,0.470890219,9,10,26,0,0.363636364,0.909090909,0.536124143,11,0,33
owncloud/core,22,792,1283,4416,0,0.478117959,17,18,1010,0,0.333333333,1,0.458738861,21,0,61
owncloud/core,18,1057,1314,4597,0,0.570240887,13,11,1696,0,0.357142857,1,0.469666936,14,0,38
owncloud/core,13,576,1344,4699,0,0.6954454,7,7,441,0,0.333333333,0.777777778,0.514090811,9,0.222222222,23
owncloud/core,12,356,1375,4858,0,0.52756024,7,6,1100,0,0.5,0.833333333,0.315545571,6,0.333333333,17
owncloud/core,10,834,1405,4959,0,0.395042378,12,4,11,0,0.25,1,0.659678438,4,1,32
owncloud/core,15,102,1436,5034,0,0.582278015,6,8,833,0,0.125,0.75,0.283759859,8,0.375,18
owncloud/core,16,167,1467,5115,0,0.62838417,10,8,17,0,0,0.75,0.615983644,8,0.875,17
owncloud/core,13,520,1497,5190,0,0.513922456,18,7,321,0,0.222222222,0.888888889,0.436336655,8,0.75,13
owncloud/core,13,397,1528,5291,0,0.41259475,17,7,748,0,0.428571429,1,0.304029603,7,0.571428571,13
owncloud/core,15,153,1558,5370,0,0.455105027,18,4,7,0,0,0.8,0.671369079,5,0.8,4
owncloud/core,15,419,1589,5440,0,0.617917122,27,3,76,0,0.4,1,0.461313652,10,0.7,7
owncloud/core,14,507,1620,5512,0,0.492373272,24,5,598,0,0.444444444,0.888888889,0.654511648,9,0.666666667,14
owncloud/core,15,347,1648,5609,0.055555556,0.520113015,45,9,43,0.176470588,0.352941176,0.705882353,0.847431889,17,0.588235294,14
owncloud/core,16,41,1679,5686,0,0.540163257,12,11,13,0,0,0.846153846,0.593777227,13,0.692307692,24
owncloud/core,7,323,1709,5763,0,0.540022986,4,4,6,0,0,1,0.694095668,4,0.5,18
owncloud/core,13,67,1740,5842,0,0.780547063,16,7,12,0,0.111111111,0.888888889,0.787735491,9,0.666666667,13
owncloud/core,13,60,1770,5915,0,0.760327091,21,8,16,0,0.142857143,0.785714286,0.775731263,14,0.928571429,15
owncloud/core,6,30,1801,5998,0,0.679309347,4,3,12,0,0.6,0.8,0.638591734,5,1,14
owncloud/core,7,43,1832,6076,0,0.697050228,3,3,7,0,0.666666667,0.333333333,0.666666666,3,0.333333333,8
owncloud/core,15,138,1862,6152,0,0.432996151,17,10,107,0,0.4,0.6,0.507524645,10,0.7,9
owncloud/core,6,549,1893,6235,0,0.360713351,1,2,3,0,0,0.5,0.5,2,0.5,14
owncloud/core,8,233,1923,6327,0,0.67860924,9,3,152,0,0.5,0.75,0.486613428,4,0.75,12
owncloud/core,9,30,1954,6402,0,0.848118653,13,3,15,0,0.6,0.6,0.666601424,5,1,15
owncloud/core,5,90,2044,6651,0,0.622703355,32,4,80,0,0.85,0.45,0.633317728,20,0.95,9
owncloud/core,4,55,2074,6730,0,0.484418838,50,3,293,0,1,1,0.666665613,32,0.96875,11
owncloud/core,6,92,2105,6817,0,0.542063489,5,3,4,0,0,0.75,0.637886466,3,1,5
owncloud/core,6,17,2166,6957,0,0.653258798,6,4,5,0,0,0.75,0.702052512,4,0.75,7
owncloud/core,5,26,2197,7054,0,0.662757695,31,3,25,0,0.952380952,1,0.666666667,21,0.952380952,11
owncloud/core,12,139,2227,7116,0,0.438366215,25,10,135,0,0.708333333,0.666666667,0.453235445,22,0.636363636,6
owncloud/core,4,11,2319,7340,0,0.749784614,18,3,9,0,0.875,0.875,0.666666667,8,1,4
owncloud/core,9,323,2350,7400,0,0.516623049,5,2,7,0,0,0.5,0.499999995,1,1,5
owncloud/core,8,28,2409,7494,0,0.811309885,10,3,6,0,0.555555556,0.888888889,0.652850918,7,1,7
dotnet/corefx,34,228,24,5438,0,0.62487596,48,30,691,0,0.276595745,0.553191489,0.511545301,47,0.085106383,21
dotnet/corefx,28,863,55,6047,0,0.608752009,39,16,573,0,0.344827586,0.620689655,0.553788239,29,0.068965517,22
dotnet/corefx,30,735,86,6533,0,0.377653773,30,22,849,0,0.384615385,0.730769231,0.292234771,25,0,38
dotnet/corefx,21,1086,114,7095,0,0.708036528,37,16,723,0,0.666666667,0.80952381,0.674819004,20,0,18
dotnet/corefx,20,831,145,7379,0,0.624892702,26,16,1194,0,0.571428571,0.80952381,0.590235369,21,0,15
dotnet/corefx,26,822,175,7698,0,0.661002261,48,20,655,0,0.72,0.92,0.612873534,23,0.043478261,18
dotnet/corefx,27,260,206,7938,0,0.666689228,22,19,670,0,0.266666667,0.933333333,0.507393453,29,0.034482759,17
