project,num_forks,num_files,project_age,num_stars,ratio_old_volunteers,fork_entropy,num_integrated_commits,num_forks_rq2,num_files_rq2,ratio_old_volunteers_rq2,ratio_prs_with_tests,ratio_prs_with_hot_files,fork_entropy_rq2,num_closed_prs,ratio_merged_prs,num_bug_report_issues
kubernetes/kubernetes,127,2212,573,2241,0,0.431035163,289,77,1626,0,0.275229358,0.926605505,0.362936541,108,0,38
kubernetes/kubernetes,132,2444,604,2788,0,0.485381302,260,79,2179,0,0.335664336,0.902097902,0.358968874,140,0.014285714,52
kubernetes/kubernetes,152,2972,633,3333,0,0.38085615,276,84,1624,0,0.333333333,0.930232558,0.350024989,129,0.007751938,46
kubernetes/kubernetes,135,2402,664,4044,0,0.486751446,180,87,1891,0,0.333333333,0.949275362,0.383798165,134,0.082089552,46
kubernetes/kubernetes,159,3346,694,4582,0,0.378321047,228,101,1163,0,0.329411765,0.9,0.353086471,138,0.289855072,46
kubernetes/kubernetes,135,1929,725,5144,0.003211304,0.538396833,157,58,793,0.010638298,0.404255319,0.904255319,0.494719386,67,0.462686567,58
kubernetes/kubernetes,148,2600,755,5683,0.006071119,0.431753484,157,52,835,0,0.454545455,0.844155844,0.545766434,76,0.644736842,42
kubernetes/kubernetes,198,4598,786,6340,0.009009009,0.416900651,403,108,1943,0.035714286,0.424107143,0.857142857,0.392118493,221,0.742081448,55
kubernetes/kubernetes,162,3261,817,6942,0.056748466,0.444678491,274,101,1317,0.134831461,0.353932584,0.882022472,0.350121565,178,0.685393258,37
kubernetes/kubernetes,169,3154,847,7768,0.082062455,0.410046494,298,106,819,0.106280193,0.410628019,0.893719807,0.427955532,203,0.655172414,50
kubernetes/kubernetes,167,2628,878,8607,0.084482759,0.391846346,301,100,2127,0.184782609,0.369565217,0.891304348,0.351301917,177,0.672316384,43
kubernetes/kubernetes,166,2444,908,9405,0.036103152,0.364580006,182,87,1414,0.101265823,0.360759494,0.924050633,0.367696676,146,0.616438356,33
kubernetes/kubernetes,153,2152,939,10103,0.089732528,0.422425438,229,86,1751,0.155844156,0.461038961,0.954545455,0.354829264,151,0.688741722,38
kubernetes/kubernetes,158,2903,970,10749,0.0489671,0.474802115,302,94,2435,0.069364162,0.520231214,0.942196532,0.409510382,170,0.688235294,39
kubernetes/kubernetes,172,2532,998,11585,0.091355599,0.417680239,236,92,847,0.16,0.42,0.906666667,0.365156836,148,0.655405405,52
kubernetes/kubernetes,141,3835,1029,12593,0.11048478,0.357082559,210,84,2488,0.194029851,0.335820896,0.902985075,0.329629493,131,0.671755725,25
kubernetes/kubernetes,193,4659,1059,13456,0.119594595,0.409943449,391,116,3114,0.144278607,0.542288557,0.915422886,0.386700886,195,0.697435897,34
kubernetes/kubernetes,169,3828,1090,14259,0.049777778,0.372314776,338,101,1251,0.070652174,0.559782609,0.89673913,0.389930861,184,0.635869565,36
kubernetes/kubernetes,173,4585,1120,15180,0.060606061,0.417836637,334,103,1868,0.119760479,0.51497006,0.97005988,0.380688638,167,0.784431138,39
kubernetes/kubernetes,190,4940,1151,16154,0.080522307,0.416885814,499,114,1837,0.067164179,0.47761194,0.902985075,0.418715981,266,0.669172932,53
kubernetes/kubernetes,156,3624,1182,17262,0.02575897,0.401919052,304,95,1532,0.056818182,0.545454545,0.971590909,0.399354642,175,0.634285714,34
kubernetes/kubernetes,165,3327,1212,18151,0.085606773,0.315794084,323,112,2147,0.063106796,0.577669903,0.927184466,0.387842466,205,0.687804878,38
kubernetes/kubernetes,183,4692,1243,19278,0.12006717,0.366094046,378,111,3370,0.117647059,0.545454545,0.914438503,0.343014595,184,0.657608696,51
kubernetes/kubernetes,129,2470,1273,20485,0.068527919,0.32332179,201,77,1344,0.097560976,0.308943089,0.910569106,0.315739347,118,0.703389831,46
kubernetes/kubernetes,165,4185,1304,21628,0.093552465,0.370949292,273,99,1766,0.06918239,0.358490566,0.949685535,0.286244349,157,0.662420382,36
kubernetes/kubernetes,177,2741,1335,23002,0.088734568,0.357085447,356,113,10522,0.12,0.465,0.925,0.149205055,198,0.585858586,36
kubernetes/kubernetes,173,1765,1363,24150,0.058563536,0.395659047,233,101,946,0.053333333,0.506666667,0.926666667,0.365377852,148,0.506756757,42
kubernetes/kubernetes,170,2373,1394,25685,0.07428115,0.388841674,275,103,1463,0.107526882,0.5,0.892473118,0.38376341,184,0.472826087,28
kubernetes/kubernetes,155,3063,1424,26995,0.120124805,0.390487885,331,109,1736,0.2,0.541176471,0.911764706,0.316080478,163,0.625766871,28
kubernetes/kubernetes,136,2244,1455,28435,0.072611465,0.364913261,240,85,704,0.138686131,0.452554745,0.927007299,0.382436383,135,0.733333333,32
kubernetes/kubernetes,160,2967,1485,29692,0.023001095,0.337357407,249,85,992,0.030075188,0.473684211,0.917293233,0.392834783,128,0.671875,53
kubernetes/kubernetes,169,3771,1516,31034,0.064655172,0.378460959,375,99,1674,0.197802198,0.538461538,0.857142857,0.352674124,172,0.686046512,40
kubernetes/kubernetes,175,2676,1547,32526,0.040511727,0.279988207,243,109,1392,0.117283951,0.469135802,0.913580247,0.22928076,143,0.643356643,46
kubernetes/kubernetes,190,4522,1577,33869,0.025418475,0.309985108,256,124,3698,0.086021505,0.5,0.903225806,0.228542863,169,0.615384615,43
kubernetes/kubernetes,183,3833,1608,35150,0.053306343,0.352315819,225,119,1364,0.124223602,0.391304348,0.944099379,0.336072883,127,0.57480315,22
kubernetes/kubernetes,154,3263,1638,36623,0.115107914,0.26631667,183,101,931,0.152777778,0.506944444,0.854166667,0.246721647,113,0.637168142,29
kubernetes/kubernetes,187,2688,1669,38351,0.113456464,0.378161065,330,122,2269,0.158730159,0.513227513,0.915343915,0.338193221,143,0.748251748,43
kubernetes/kubernetes,196,4400,1700,39944,0.042340262,0.268983453,210,116,1886,0.047619048,0.386243386,0.873015873,0.268145202,131,0.740458015,33
kubernetes/kubernetes,178,3224,1728,41290,0.064070352,0.251280166,203,111,772,0.094936709,0.405063291,0.917721519,0.254508827,93,0.774193548,43
kubernetes/kubernetes,170,3308,1759,42687,0.059009484,0.285334659,270,112,2893,0.1,0.445,0.945,0.15716213,103,0.660194175,33
mathiasbynens/dotfiles,19,300,117,4539,0.023255814,0.361234818,2,2,2,0,0,0,0.5,2,0.5,0
mathiasbynens/dotfiles,33,48,208,5127,0.042372881,0.74205995,5,6,3,0,0,0.857142857,0.466440234,7,0.857142857,1
mathiasbynens/dotfiles,27,64,238,6150,0.073394495,0.786731948,0,3,4,0,0,0.75,0.617082187,4,0.5,0
mathiasbynens/dotfiles,46,87,299,6558,0.020833333,0.726327428,11,4,4,0,0,0.75,0.719330737,3,0,0
mathiasbynens/dotfiles,67,319,330,7179,0.018018018,0.505110409,12,4,3,0,0,1,0.690063916,4,0,0
mathiasbynens/dotfiles,60,326,361,7547,0.01305483,0.656409595,2,5,3,0,0,0.875,0.687163642,7,0,0
mathiasbynens/dotfiles,67,611,391,7721,0,0.434398169,2,4,2,0,0,0.75,0.714676086,4,0,0
mathiasbynens/dotfiles,66,457,452,7917,0.040740741,0.411092829,3,3,5,0,0,1,0.599652795,3,0,0
mathiasbynens/dotfiles,73,249,483,8111,0.013071895,0.496611636,6,2,2,0,0,0.5,0.5,2,0,0
mathiasbynens/dotfiles,82,508,514,8164,0.002557545,0.456559524,2,3,3,0,0,0.666666667,0.666383859,1,0,0
mathiasbynens/dotfiles,90,466,603,8287,0.005,0.506257615,1,3,3,0,0,0.333333333,0.66618024,2,0,0
mathiasbynens/dotfiles,109,996,634,8312,0,0.324913155,3,5,5,0,0,0.6,0.713688771,5,0,0
mathiasbynens/dotfiles,108,688,695,8361,0,0.406735072,0,2,4,0,0,0.75,0.458957501,4,0,1
mathiasbynens/dotfiles,105,822,726,8383,0.007722008,0.366219505,0,3,8,0,0,1,0.574005894,2,0,0
mathiasbynens/dotfiles,149,1251,787,8409,0,0.355922209,1,5,71,0,0,0.166666667,0.379235299,6,0,0
mathiasbynens/dotfiles,144,697,817,8419,0.004273504,0.392522562,4,4,15,0,0,0.8,0.710051685,5,0,1
mathiasbynens/dotfiles,126,626,879,8436,0,0.431800309,1,3,8,0,0,1,0.666237677,4,0,0
mathiasbynens/dotfiles,144,278,907,8460,0.008333333,0.503548234,2,6,6,0,0,1,0.758822887,5,0,0
mathiasbynens/dotfiles,122,733,938,8463,0.019880716,0.320748958,0,2,3,0,0,0.666666667,0.5,3,0,1
mathiasbynens/dotfiles,135,196,968,8551,0.010615711,0.468059045,2,3,21,0,0,1,0.666664761,3,0,1
mathiasbynens/dotfiles,137,548,999,8611,0.001404494,0.501473546,0,4,6,0,0,1,0.710943385,4,0,3
mathiasbynens/dotfiles,200,1157,1121,9421,0,0.352265737,1,8,10,0,0,0.5,0.813209021,5,0,3
mathiasbynens/dotfiles,181,1598,1152,9748,0.03957382,0.277153097,0,6,320,0,0.166666667,0.833333333,0.342836528,6,0,0
mathiasbynens/dotfiles,149,787,1213,10235,0.02850062,0.365717915,0,2,15,0,0,1,0.5,2,0,0
mathiasbynens/dotfiles,149,524,1244,10523,0.016863406,0.439224819,0,3,4,0,0,0.333333333,0.666570946,2,0,1
mathiasbynens/dotfiles,172,914,1303,11047,0.006858711,0.316271612,0,5,37,0,0,1,0.68589943,5,0,0
mathiasbynens/dotfiles,174,794,1333,11298,0.006105006,0.356842474,0,5,7,0,0,0.6,0.732234079,5,0,3
mathiasbynens/dotfiles,171,666,1394,11773,0.004065041,0.298873067,1,4,7,0,0,0.5,0.728289141,2,0,0
mathiasbynens/dotfiles,167,1014,1456,12288,0.008235294,0.368017102,0,3,4,0,0,0.75,0.6553836,4,0,1
mathiasbynens/dotfiles,208,809,1486,12513,0.004549591,0.386943742,0,6,47,0,0,0.833333333,0.691901223,6,0,0
mathiasbynens/dotfiles,206,475,1517,12787,0,0.349167908,1,5,3,0,0,0.8,0.655026808,5,0,1
mathiasbynens/dotfiles,192,885,1578,13224,0.008816121,0.313833204,0,3,3,0,0,1,0.524144812,3,0,1
mathiasbynens/dotfiles,207,753,1609,13510,0.00109529,0.379387464,2,5,14,0,0,1,0.589444925,5,0,0
mathiasbynens/dotfiles,186,1144,1638,13759,0,0.328120959,0,2,7,0,0,1,0.5,1,0,1
mathiasbynens/dotfiles,195,1024,1699,14232,0.003740648,0.329150538,1,5,17,0,0,1,0.517110212,5,0,1
mathiasbynens/dotfiles,193,1408,1730,14435,0.003667482,0.322544,4,7,10,0,0,0.357142857,0.80477818,13,0.153846154,1
mathiasbynens/dotfiles,197,1158,1791,14851,0,0.350441747,0,4,28,0,0,1,0.75,4,0,0
mathiasbynens/dotfiles,259,1607,1852,15318,0.004926108,0.327946505,3,7,8,0,0,1,0.616034184,6,0,0
mathiasbynens/dotfiles,207,876,1913,15767,0.00104712,0.356881404,1,3,10,0,0,1,0.653153319,5,0,1
mathiasbynens/dotfiles,228,1214,1944,15958,0.014744146,0.336213598,0,2,2,0,0,0.5,0.458957501,2,0,0
mathiasbynens/dotfiles,251,1195,2003,16438,0.003513703,0.317533397,1,5,15,0,0,1,0.74843248,3,0,0
mathiasbynens/dotfiles,217,1466,2034,16707,0.00167364,0.264079839,0,2,4,0,0,1,0.5,2,0,0
mathiasbynens/dotfiles,231,2036,2125,17400,0,0.217045544,0,4,12,0,0,0.75,0.540697986,2,0,0
mathiasbynens/dotfiles,212,2476,2156,17610,0,0.231919885,3,2,3,0,0,0,0.499999702,2,0.5,0
mathiasbynens/dotfiles,232,933,2309,18669,0,0.371920481,0,3,2,0,0,0,0.636362094,2,0,0
mathiasbynens/dotfiles,210,1379,2460,19864,0,0.293223302,0,2,2,0,0,1,0.432332358,1,0,0
mathiasbynens/dotfiles,219,747,2552,20684,0,0.349088687,1,3,2,0,0,0.666666667,0.531882076,2,0.5,0
mathiasbynens/dotfiles,252,860,2582,20901,0,0.328063612,3,3,4,0,0,1,0.659956137,2,0.5,0
mathiasbynens/dotfiles,188,1204,2643,21369,0.002493766,0.303347237,2,2,2,0,0,0.5,0.475106466,1,1,0
mmistakes/minimal-mistakes,12,240,221,97,0,0.68345665,2,2,2,0,0,0,0.475106466,2,1,0
mmistakes/minimal-mistakes,21,246,311,97,0,0.771021489,2,3,3,0,0,0.666666667,0.651225384,2,0,0
mmistakes/minimal-mistakes,23,147,402,135,0,0.767607407,2,2,3,0,0,0.5,0.482163003,2,0,1
mmistakes/minimal-mistakes,35,461,464,176,0,0.618104658,0,2,3,0,0,0.5,0.482163003,2,1,3
mmistakes/minimal-mistakes,44,388,494,192,0,0.589471894,2,2,4,0,0,0.5,0.499999847,2,0,0
mmistakes/minimal-mistakes,43,298,555,228,0,0.66476449,1,4,96,0,0,0.75,0.710665036,4,0,0
mmistakes/minimal-mistakes,44,537,586,242,0,0.535134963,1,3,31,0,0,1,0.444444444,3,0.333333333,0
mmistakes/minimal-mistakes,55,332,617,273,0,0.659972088,0,2,2,0,0,0.5,0.490842181,2,0,1
mmistakes/minimal-mistakes,62,429,645,300,0,0.707862124,3,2,3,0,0,1,0.5,3,0,0
mmistakes/minimal-mistakes,48,421,676,326,0,0.692784523,1,3,64,0,0,1,0.666662048,3,0,0
mmistakes/minimal-mistakes,47,548,706,348,0,0.628084034,1,3,16,0,0,1,0.625559688,3,0,0
mmistakes/minimal-mistakes,53,300,767,396,0,0.684750092,3,2,3,0,0,0.666666667,0.368201431,3,1,0
mmistakes/minimal-mistakes,55,267,798,416,0,0.737947892,2,4,38,0,0,0.5,0.624924512,4,0.25,1
mmistakes/minimal-mistakes,61,360,829,441,0,0.655001646,2,4,52,0,0,0.75,0.415743444,4,0,1
mmistakes/minimal-mistakes,69,549,859,461,0,0.563487847,1,2,2,0,0,0.5,0.458957501,2,0,0
mmistakes/minimal-mistakes,54,484,890,482,0,0.606952597,0,2,3,0,0,1,0.49999942,3,0.333333333,0
mmistakes/minimal-mistakes,62,566,951,523,0,0.514859463,1,4,55,0,0,0.75,0.46543994,4,0.25,1
mmistakes/minimal-mistakes,63,702,982,551,0,0.636034219,0,2,49,0,0.5,0.5,0.5,2,0,3
mmistakes/minimal-mistakes,91,611,1042,613,0,0.490100474,5,6,23,0,0,0.666666667,0.517422787,6,0,11
mmistakes/minimal-mistakes,102,1627,1072,688,0,0.499590798,6,7,35,0,0,1,0.764427882,9,0,4
mmistakes/minimal-mistakes,105,1292,1103,809,0,0.469152153,7,7,32,0,0,0.875,0.694874285,8,0.375,4
mmistakes/minimal-mistakes,77,1036,1133,917,0,0.56560976,2,2,3,0,0,1,0.499995713,2,1,3
mmistakes/minimal-mistakes,126,1607,1164,1010,0,0.352233383,4,7,15,0,0,1,0.732647319,8,0.375,5
mmistakes/minimal-mistakes,148,1282,1195,1116,0,0.367149392,8,8,5,0,0,0.9,0.777369763,10,0.8,3
mmistakes/minimal-mistakes,144,1982,1225,1225,0,0.357101481,4,5,15,0,0,0.5,0.717927285,6,0.166666667,3
mmistakes/minimal-mistakes,127,1683,1256,1308,0,0.372071226,4,2,2,0,0,1,0.49999887,2,0.5,2
mmistakes/minimal-mistakes,130,1917,1286,1366,0,0.468335429,2,4,51,0,0.25,1,0.749998413,4,0,4
mmistakes/minimal-mistakes,148,2303,1317,1443,0,0.366250916,7,7,181,0,0.272727273,0.727272727,0.621980097,11,0.181818182,2
mmistakes/minimal-mistakes,159,2310,1348,1566,0,0.406836921,6,8,74,0,0,0.777777778,0.505520475,8,0.625,3
mmistakes/minimal-mistakes,168,2436,1376,1672,0,0.436917997,2,4,116,0,0,1,0.57717967,4,0.25,4
mmistakes/minimal-mistakes,162,1990,1407,1791,0,0.36553652,2,3,44,0,0,0.666666667,0.468315006,3,0.333333333,4
mmistakes/minimal-mistakes,158,1259,1437,1881,0,0.441430032,2,6,70,0,0.166666667,0.833333333,0.507448527,6,0.333333333,0
mmistakes/minimal-mistakes,123,1514,1498,2068,0,0.407417505,4,7,12,0,0,0.857142857,0.754482884,7,0.428571429,4
mmistakes/minimal-mistakes,157,2769,1529,2168,0,0.408364709,26,9,17,0,0.066666667,0.666666667,0.730880011,15,0.733333333,7
mmistakes/minimal-mistakes,169,2744,1560,2281,0,0.33543607,7,6,282,0,0.333333333,0.75,0.702707791,12,0.416666667,1
mmistakes/minimal-mistakes,174,2230,1590,2409,0,0.427536259,3,6,26,0,0.142857143,1,0.561580788,7,0.428571429,2
mmistakes/minimal-mistakes,170,2206,1621,2534,0,0.386944721,5,5,16,0,0.333333333,0.833333333,0.717149219,6,0.833333333,1
mmistakes/minimal-mistakes,137,1870,1651,2698,0,0.429399977,4,3,8,0,0,1,0.665494041,5,0.8,2
mmistakes/minimal-mistakes,172,2293,1682,2903,0,0.409502807,8,7,12,0,0.111111111,0.777777778,0.615868552,9,0.555555556,7
mmistakes/minimal-mistakes,192,3656,1741,3278,0,0.362972893,7,3,11,0,0,1,0.630295621,4,0.75,6
mmistakes/minimal-mistakes,171,2788,1772,3480,0,0.346237126,4,3,8,0,0,1,0.661724538,3,0.666666667,0
mmistakes/minimal-mistakes,191,2653,1802,3585,0,0.352942016,5,8,114,0,0.111111111,0.777777778,0.572652797,9,0.444444444,3
mmistakes/minimal-mistakes,202,2523,1833,3740,0,0.285157268,2,4,5,0,0,1,0.718599193,5,0.4,1
mmistakes/minimal-mistakes,190,2564,1863,3881,0,0.352303811,2,2,5,0,0.5,0.5,0.49386133,2,0.5,3
mmistakes/minimal-mistakes,181,4763,1894,4025,0,0.317974023,5,6,42,0,0.333333333,0.833333333,0.510574539,6,0.666666667,1
mmistakes/minimal-mistakes,205,2935,1925,4192,0,0.293547516,2,4,9,0,0.5,0.75,0.639205518,4,0.25,6
mmistakes/minimal-mistakes,193,2670,1955,4327,0,0.337537006,7,6,39,0,0.166666667,0.666666667,0.513383289,5,0.6,11
mmistakes/minimal-mistakes,192,3381,1986,4496,0,0.292340644,7,6,55,0,0.166666667,0.5,0.461678521,6,0.666666667,4
mmistakes/minimal-mistakes,194,1959,2016,4647,0,0.340707492,6,4,11,0,0,0.6,0.729498495,5,0.8,7
mmistakes/minimal-mistakes,245,2761,2047,4760,0,0.32056174,23,10,40,0,0.153846154,0.769230769,0.615941691,13,0.769230769,2
mmistakes/minimal-mistakes,233,4781,2078,4913,0,0.291710743,8,4,13,0,0,1,0.715583421,4,0.5,0
mmistakes/minimal-mistakes,182,1994,2106,5045,0,0.300394754,7,5,9,0,0,0.666666667,0.573050632,6,1,4
mmistakes/minimal-mistakes,214,2303,2137,5168,0,0.385478185,7,7,32,0,0.25,0.625,0.738301884,8,0.5,4
moby/moby,32,511,1533,0,0,0.347120756,21,24,219,0,0.321428571,0.75,0.4482929,28,0.642857143,34
moby/moby,53,687,1563,1451,0.020338983,0.429537733,47,34,308,0.06,0.32,0.7,0.464586124,50,0.74,34
moby/moby,44,511,1594,2259,0.008810573,0.487288743,40,35,725,0.037735849,0.377358491,0.79245283,0.388151534,53,0.58490566,22
moby/moby,44,744,1624,2920,0,0.362801827,25,28,639,0,0.266666667,0.8,0.292747598,30,0.5,24
moby/moby,32,466,1655,3509,0.042105263,0.404234172,28,22,223,0.071428571,0.464285714,0.964285714,0.545571811,28,0.75,25
moby/moby,42,869,1686,4109,0.019047619,0.388893385,38,28,718,0.0625,0.5625,0.916666667,0.464170764,47,0.510638298,35
moby/moby,41,772,1716,4688,0,0.266784092,32,33,281,0,0.405405405,0.810810811,0.268287424,37,0.72972973,26
moby/moby,38,554,1747,5289,0,0.414417974,26,26,372,0,0.321428571,0.857142857,0.384254901,28,0.5,20
moby/moby,28,205,1777,5878,0,0.566127211,19,17,85,0,0.347826087,0.869565217,0.699210401,21,0.80952381,18
moby/moby,33,618,1808,6417,0,0.306389846,25,17,90,0,0.434782609,0.913043478,0.603873504,21,0.666666667,13
moby/moby,19,193,1839,7046,0,0.440871181,14,10,151,0,0.357142857,0.714285714,0.392237952,14,0.714285714,12
moby/moby,23,85,1867,7516,0.021276596,0.668773689,16,12,56,0,0.428571429,0.928571429,0.766841177,13,0.769230769,17
moby/moby,22,786,1898,8141,0,0.409663049,11,13,56,0,0.357142857,0.928571429,0.648133711,14,0.785714286,25
moby/moby,27,408,1928,8680,0,0.322722152,23,17,101,0,0.380952381,0.761904762,0.587131584,21,0.714285714,10
moby/moby,27,578,1959,9225,0.040816327,0.464821491,20,18,95,0,0.409090909,0.636363636,0.443487759,22,0.818181818,10
moby/moby,28,502,1989,9671,0.009345794,0.465585699,22,15,25,0,0.285714286,0.666666667,0.63096659,21,0.857142857,13
moby/moby,22,481,2020,10157,0,0.538265407,13,14,76,0,0.1875,0.8125,0.491006622,16,0.875,10
moby/moby,33,425,2051,10660,0.014705882,0.343919237,21,18,47,0,0.482758621,0.827586207,0.562860317,29,0.586206897,10
moby/moby,28,66,2081,11184,0,0.51343075,15,15,23,0,0.277777778,0.444444444,0.440019162,18,0.722222222,13
moby/moby,30,136,2112,11665,0,0.606624475,10,14,24,0,0.235294118,0.529411765,0.612858839,13,0.692307692,13
moby/moby,32,377,2142,12210,0,0.433318821,15,14,32,0,0.2,0.533333333,0.588270132,13,0.846153846,7
moby/moby,23,416,2173,12695,0,0.518094884,13,15,200,0,0.333333333,0.888888889,0.497440526,12,0.5,7
moby/moby,18,357,2204,13206,0,0.411859931,4,8,25,0,0.3,0.5,0.517693573,7,0.428571429,7
moby/moby,18,298,2232,13600,0.08,0.488378631,7,11,53,0.153846154,0.153846154,0.384615385,0.560712019,10,0.6,7
moby/moby,24,75,2263,13987,0,0.646948191,15,13,38,0,0,0.666666667,0.539631158,12,0.666666667,6
NixOS/nixpkgs,18,475,26,67,0.183673469,0.566407689,44,7,103,0,0,0.285714286,0.810695754,14,0.642857143,0
NixOS/nixpkgs,11,604,57,72,0.117647059,0.58148905,38,7,538,0.25,0.166666667,0.666666667,0.43723422,12,0.5,1
NixOS/nixpkgs,7,612,88,75,0.720588235,0.434546491,14,4,14,0.875,0,0.625,0.723340851,8,0.875,0
NixOS/nixpkgs,16,448,118,75,0.270440252,0.617199282,70,8,198,0.260869565,0.043478261,0.652173913,0.605555043,23,0.739130435,0
NixOS/nixpkgs,15,637,149,76,0.458715596,0.521425015,40,7,27,0.2,0.2,0.9,0.706217386,10,0.7,0
NixOS/nixpkgs,17,373,179,79,0.157894737,0.466634953,30,8,273,0,0,0.714285714,0.365213484,14,0.928571429,1
NixOS/nixpkgs,15,605,210,83,0.57,0.561621459,31,9,37,0.705882353,0.058823529,0.882352941,0.728022498,17,0.764705882,2
NixOS/nixpkgs,15,896,241,87,0.660792952,0.632726959,59,9,146,0.368421053,0.105263158,0.631578947,0.685811044,19,0.578947368,1
NixOS/nixpkgs,24,1010,269,91,0.579310345,0.427315174,65,14,1031,0.566666667,0.033333333,0.866666667,0.252959245,30,0.9,3
NixOS/nixpkgs,28,963,300,92,0.634328358,0.321144026,51,16,487,0.5,0.066666667,0.8,0.297759893,30,0.7,3
NixOS/nixpkgs,24,541,330,93,0.642335766,0.384901701,63,10,71,0.652173913,0.02173913,0.847826087,0.665611078,46,0.869565217,4
NixOS/nixpkgs,20,582,361,97,0.574324324,0.379852784,133,14,82,0.412698413,0.015873016,0.825396825,0.762343462,63,0.857142857,3
NixOS/nixpkgs,12,36,391,102,0.909090909,0.830307027,28,9,22,0.95,0,0.75,0.842951769,20,0.55,3
NixOS/nixpkgs,25,107,422,102,0.637681159,0.52551831,41,16,85,0.638888889,0.027777778,0.805555556,0.626276887,36,0.694444444,3
NixOS/nixpkgs,29,331,453,106,0.347826087,0.524377566,60,18,212,0.604651163,0.046511628,0.720930233,0.530052989,43,0.813953488,5
NixOS/nixpkgs,23,317,483,115,0.301369863,0.370318833,30,18,101,0.514285714,0,0.628571429,0.612367538,35,0.457142857,11
NixOS/nixpkgs,26,106,514,121,0.504854369,0.546173926,57,20,100,0.490909091,0.036363636,0.636363636,0.620319005,55,0.509090909,6
NixOS/nixpkgs,25,494,544,129,0.05,0.341200892,38,15,515,0.344827586,0.034482759,0.827586207,0.319260702,29,0.586206897,7
NixOS/nixpkgs,25,763,575,135,0.209580838,0.459323367,85,20,686,0.321428571,0.023809524,0.726190476,0.459238881,84,0.595238095,7
NixOS/nixpkgs,33,811,606,136,0.064516129,0.408924108,75,25,298,0.116666667,0.05,0.833333333,0.530053584,59,0.220338983,15
NixOS/nixpkgs,35,599,634,139,0.047244094,0.326188543,71,31,357,0.061538462,0.030769231,0.846153846,0.416425527,65,0.107692308,10
NixOS/nixpkgs,40,933,665,139,0.007462687,0.384711198,53,29,903,0,0.034883721,0.76744186,0.332506973,79,0.050632911,23
NixOS/nixpkgs,32,114,695,150,0,0.642962636,39,29,551,0,0.0625,0.734375,0.353238291,56,0.125,8
NixOS/nixpkgs,52,1130,726,159,0.022624434,0.289794407,102,36,1061,0.010989011,0.076923077,0.769230769,0.351203738,90,0,21
NixOS/nixpkgs,53,715,756,197,0.010582011,0.288719959,96,41,364,0.011111111,0.033333333,0.877777778,0.435262266,84,0.047619048,9
NixOS/nixpkgs,67,788,787,227,0.020134228,0.358905122,135,52,929,0.043478261,0.043478261,0.817391304,0.304538278,111,0.162162162,23
NixOS/nixpkgs,59,401,818,264,0.008,0.240573484,53,51,833,0,0.016949153,0.86440678,0.160054417,59,0.474576271,18
NixOS/nixpkgs,49,865,848,282,0,0.327827938,86,41,646,0.06741573,0.033707865,0.853932584,0.327240684,84,0.035714286,22
NixOS/nixpkgs,59,488,879,344,0,0.294020992,61,39,118,0,0.025,0.9,0.594654298,75,0.066666667,31
NixOS/nixpkgs,57,521,909,387,0.015625,0.247689929,56,36,66,0.020833333,0.020833333,0.75,0.503513169,48,0.229166667,36
NixOS/nixpkgs,64,425,940,408,0.049751244,0.307847777,99,53,291,0.029411765,0,0.81372549,0.406659113,102,0.068627451,36
NixOS/nixpkgs,64,763,971,470,0,0.259024229,112,57,593,0,0.00952381,0.742857143,0.323068433,100,0.02,50
NixOS/nixpkgs,75,434,999,502,0,0.357001387,133,68,515,0,0.021276596,0.829787234,0.383307326,136,0.058823529,41
NixOS/nixpkgs,69,428,1030,536,0.007575758,0.411850329,115,61,466,0.00877193,0.01754386,0.833333333,0.324772708,110,0.054545455,26
NixOS/nixpkgs,58,741,1060,581,0.009287926,0.354327462,135,46,983,0.063291139,0.101265823,0.886075949,0.318235638,75,0.053333333,34
NixOS/nixpkgs,64,540,1091,614,0,0.304606555,46,63,934,0,0.027027027,0.846846847,0.228553392,110,0.145454545,25
NixOS/nixpkgs,59,149,1121,662,0.014084507,0.490204181,82,43,495,0.012658228,0.012658228,0.873417722,0.217655423,78,0.782051282,21
NixOS/nixpkgs,61,157,1152,690,0.015151515,0.455504595,51,66,390,0.050847458,0.008474576,0.762711864,0.263806469,117,0.47008547,30
NixOS/nixpkgs,60,454,1183,722,0.057692308,0.252617979,88,60,498,0.0859375,0.015625,0.7734375,0.241952695,128,0.3828125,34
NixOS/nixpkgs,70,260,1213,751,0.062827225,0.386366066,111,67,386,0.060869565,0.026086957,0.765217391,0.271779125,115,0.07826087,42
NixOS/nixpkgs,77,117,1244,778,0.025641026,0.449226158,92,64,643,0.018867925,0.018867925,0.783018868,0.244430753,106,0.141509434,62
NixOS/nixpkgs,79,428,1274,806,0.03125,0.215311897,120,72,208,0.037593985,0.015037594,0.759398496,0.354226991,133,0.022556391,46
NixOS/nixpkgs,91,478,1305,850,0.041860465,0.291694245,149,75,507,0.049180328,0.024590164,0.803278689,0.298517231,121,0.008264463,55
NixOS/nixpkgs,93,771,1336,893,0,0.271644958,158,70,676,0,0.028368794,0.808510638,0.279953418,141,0.021276596,39
NixOS/nixpkgs,77,847,1365,937,0,0.237192861,117,62,198,0,0.00877193,0.824561404,0.416264929,114,0,58
NixOS/nixpkgs,104,1829,1396,981,0,0.149119589,184,79,845,0,0.023668639,0.781065089,0.226121749,168,0.166666667,69
